City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
272,kysyl-syr,98,RU,1595624387,87,63.9,122.76,63.82,2.46
273,canhotinho,62,BR,1595624387,94,-8.88,-36.19,64.51,8.57
274,atambua,43,ID,1595624387,85,-9.11,124.89,64.15,5.88
275,cabedelo,31,BR,1595624097,73,-6.98,-34.83,77,13.87
276,lewistown,20,US,1595624387,55,40.6,-77.57,87.8,6.93
277,caravelas,8,BR,1595624388,77,-17.71,-39.25,70.23,5.48
278,katsuyama,90,JP,1595624388,100,36.06,136.5,73.4,5.82
279,lukovetskiy,20,RU,1595624388,100,64.3,41.92,53.6,0.69
280,hegang,1,CN,1595624388,98,47.4,130.37,61.21,3.29
281,dingle,100,PH,1595624388,85,11,122.67,76.19,1.59
282,maragogi,3,BR,1595624389,78,-9.01,-35.22,74.14,10.83
283,makakilo city,75,US,1595624389,58,21.35,-158.09,86,11.41
284,moindou,13,NC,1595624389,88,-21.69,165.68,66.2,4.9
285,kasane,10,BW,1595624389,51,-17.82,25.15,52.38,5.14
286,aklavik,75,CA,1595624389,48,68.22,-135.01,66.2,3.36
287,katsuura,94,JP,1595624390,93,35.13,140.3,77,10.04
288,trairi,0,BR,1595624390,74,-3.28,-39.27,78.13,12.26
289,bentiu,100,SS,1595624390,89,9.23,29.83,73.18,4.45
290,kailua,40,US,1595624390,51,21.4,-157.74,86,18.34
291,lumeje,0,AO,1595624391,35,-11.55,20.78,58.12,4.07
292,mega,84,ET,1595624391,61,4.05,38.3,65.12,12.75
293,tacna,20,PE,1595624391,67,-18.01,-70.25,62.6,4.7
294,pontes e lacerda,56,BR,1595624391,29,-15.23,-59.34,91.85,3.11
295,la ronge,40,CA,1595624391,64,55.1,-105.28,75.2,9.17
296,tamiahua,29,MX,1595624392,63,21.27,-97.45,88.81,10.25
297,anderson,90,US,1595624392,73,34.53,-82.65,75.2,9.17
298,fare,0,PF,1595624392,73,-16.7,-151.02,78.04,19.33
299,camargo,27,MX,1595624392,31,27.67,-105.17,90.43,12.19
300,iqaluit,75,CA,1595624392,71,63.75,-68.51,51.8,5.82
301,sao filipe,33,CV,1595624393,78,14.9,-24.5,77.38,5.3
302,kokopo,0,PG,1595624393,77,-4.35,152.26,79.39,9.89
303,goderich,2,CA,1595624393,70,43.75,-81.72,78.01,14.9
304,honiara,40,SB,1595624256,100,-9.43,159.95,71.6,3.96
305,ilulissat,100,GL,1595624394,87,69.22,-51.1,48.2,9.17
306,wad madani,95,SD,1595624394,37,14.4,33.52,90.95,14.88
307,grindavik,20,IS,1595624394,66,63.84,-22.43,48.2,23.04
308,lebanon,75,US,1595624394,59,36.21,-86.29,91,6.93
309,bartica,20,GY,1595624394,88,6.4,-58.62,80.6,4.7
310,santiago de cuba,40,CU,1595624280,83,20.02,-75.82,82.4,6.93
311,quatre cocos,75,MU,1595624396,64,-20.21,57.76,69.01,13.87
312,saint-pierre,90,RE,1595624396,59,-21.34,55.48,66.2,20.8
313,tucupita,82,VE,1595624396,56,9.06,-62.05,88.56,4.9
314,porto novo,20,BJ,1595624397,88,6.5,2.6,77,11.41
315,khatanga,99,RU,1595624397,92,71.97,102.5,39.96,11.95
316,gamba,100,GA,1595624397,81,-2.65,10,72.95,7.29
317,batemans bay,99,AU,1595624397,94,-35.72,150.18,42.01,1.01
318,inirida,35,CO,1595624398,76,3.87,-67.92,80.74,2.89
319,thunder bay,90,CA,1595624398,65,48.4,-89.32,77,8.05
320,la plaine,75,DM,1595624398,70,15.33,-61.25,87.8,3.36
321,jalu,0,LY,1595624398,49,29.03,21.55,79.59,16.49
322,yerbogachen,76,RU,1595624296,92,61.28,108.01,51.8,11.14
323,santa cruz del sur,80,CU,1595624399,68,20.71,-78,85.57,2.77
324,karpathos,1,GR,1595624399,83,35.51,27.21,75.2,16.11
325,san cristobal,40,VE,1595624125,48,7.77,-72.22,87.8,19.46
326,kavaratti,100,IN,1595624399,85,10.57,72.64,80.01,17.96
327,talara,45,PE,1595624399,84,-4.58,-81.27,65.07,21.23
328,makarov,100,RU,1595624400,85,48.63,142.8,53.53,2.84
329,alekseyevka,14,RU,1595624400,79,50.63,38.69,58.1,2.75
330,taltal,0,CL,1595624400,44,-25.4,-70.48,60.69,2.3
331,heihe,40,CN,1595624401,94,50.24,127.49,68,6.71
332,tabuk,36,PH,1595624401,87,17.42,121.44,73.71,2.33
333,port lincoln,0,AU,1595624401,89,-34.73,135.87,50.09,2.75
334,magadan,96,RU,1595624402,82,59.57,150.8,56.34,5.12
335,necochea,88,AR,1595624402,88,-38.55,-58.74,39.99,13
336,ellisras,0,ZA,1595624405,74,-23.66,27.74,48.76,5.88
337,male,75,MV,1595624399,78,4.17,73.51,82.4,14.99
338,bauchi,90,NG,1595624406,75,10.5,10,75.06,2.89
339,tigil,44,RU,1595624406,69,57.8,158.67,57.96,0.69
340,sao jose da coroa grande,1,BR,1595624406,76,-8.9,-35.15,74.75,11.16
341,salinas,75,US,1595624223,68,36.68,-121.66,66.99,10.29
342,araouane,8,ML,1595624408,9,18.9,-3.53,105.01,6.15
343,mattru,97,SL,1595624408,88,7.62,-11.83,73.85,5.19
344,wooster,20,US,1595624408,45,40.81,-81.94,86,9.17
345,ulaanbaatar,40,MN,1595624238,82,47.91,106.88,64.4,2.24
346,tessalit,86,ML,1595624409,43,20.2,1.01,86.67,5.86
347,biak,23,ID,1595624409,81,-0.91,122.88,75.69,7.05
348,shu,26,KZ,1595624409,77,43.6,73.76,67.06,7.72
349,yeniseysk,0,RU,1595624409,94,58.45,92.17,48.27,1.83
350,yining,100,CN,1595624410,93,29.04,114.56,75.92,0.92
351,launceston,40,AU,1595624122,86,-41.45,147.17,39.2,4.7
352,muros,0,ES,1595624411,75,42.78,-9.06,68,5.99
353,kondinskoye,88,RU,1595624411,74,59.65,67.41,52.72,3.71
354,morehead,40,US,1595624411,66,37.27,-87.18,86,2.46
355,alofi,5,NU,1595624412,80,-19.06,-169.92,76.62,22.77
356,padang,99,ID,1595624412,79,-0.95,100.35,77.67,5.53
357,limbang,75,MY,1595624412,100,4.75,115,75.2,3.36
358,samoylovka,1,RU,1595624412,77,51.18,43.71,55,3.47
359,kalamazoo,40,US,1595624412,35,42.25,-85.55,87.8,4.7
360,morondava,0,MG,1595624413,52,-20.28,44.28,70.77,16.15
361,boone,20,US,1595624413,52,39.03,-92.33,91.4,5.82
362,labuhan,100,ID,1595624414,81,-6.88,112.21,73.09,9.78
363,uvinza,4,TZ,1595624414,61,-5.1,30.39,66.16,2.57
364,kangaatsiaq,99,GL,1595624414,88,68.31,-53.46,45.27,14.63
365,qaqortoq,75,GL,1595624415,62,60.72,-46.03,57.2,8.05
366,paamiut,98,GL,1595624415,93,61.99,-49.67,47.37,5.35
367,canavieiras,12,BR,1595624415,78,-15.68,-38.95,70.39,5.68
368,havoysund,35,NO,1595624416,87,71,24.66,62.6,4.7
369,codrington,5,AU,1595624416,87,-38.27,141.97,40.41,3.98
370,shingu,100,JP,1595624416,95,33.73,135.98,74.44,2.01
371,nabire,99,ID,1595624417,89,-3.37,135.48,75.81,4.09
372,inuvik,75,CA,1595624417,45,68.35,-133.72,68,4.7
373,supuru de jos,25,RO,1595624418,82,47.47,22.8,66.2,4.7
374,griffith,40,US,1595624200,58,41.53,-87.42,84.99,6.93
375,zhanaozen,4,KZ,1595624418,39,43.3,52.8,79.29,18.43
376,palmer,75,US,1595624418,54,42.16,-72.33,82.99,3.36
377,torbay,90,CA,1595624418,100,47.67,-52.73,57.99,8.05
378,hakkari,50,TR,1595624419,48,37.58,44.17,65.77,5.41
379,narok,97,KE,1595624419,66,-1.08,35.86,60.82,2.62
380,lata,0,PT,1595624420,76,40.16,-8.33,69.01,1.99
381,mandera,28,KE,1595624420,49,3.94,41.87,78.91,23.51
382,lorengau,65,PG,1595624420,81,-2.02,147.27,82.53,9.53
383,gazojak,15,TM,1595624420,19,41.19,61.4,83.88,6.11
384,road town,40,VG,1595624421,74,18.42,-64.62,87.8,10.29
385,yashkino,100,RU,1595624421,100,55.87,85.43,51.8,2.24
386,formosa do rio preto,0,BR,1595624276,42,-11.05,-45.19,77.61,4.27
387,altus,1,US,1595624409,34,34.64,-99.33,96.8,11.41
388,port hawkesbury,1,CA,1595624422,78,45.62,-61.35,73.99,8.05
